id,index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Cluster12
06w9ycIZNBrcO0QL6T7DQ0,0.0,0.603,0.884,11.0,-5.646,0.0,0.0334,0.00045,0.787,0.0845,0.0646,122.004,17
7wjGcjfkXWF33m0IImNK6D,0.0,0.592,0.619,1.0,-8.935,0.0,0.0661,0.00254,0.867,0.17,0.581,124.005,21
2BYEk14SQtaHjjuZejz2on,0.0,0.545,0.891,7.0,-7.363,0.0,0.0365,0.00343,0.846,0.0659,0.589,126.988,17
0nRSoJxUMDqgwtHgUjOFnV,0.0,0.636,0.905,4.0,-5.149,0.0,0.0453,0.091,0.422,0.105,0.357,124.974,17
6ov2cLSd7DqfOBMc7R4Ept,0.0,0.631,0.794,6.0,-6.155,0.0,0.0361,0.00199,0.804,0.201,0.0402,125.991,17
2Wwlby7f5Ctn7705VE7N6v,0.0,0.71,0.843,0.0,-10.209,1.0,0.0483,0.0353,0.899,0.123,0.414,124.011,21
6zU1KwHoeJfyinQtFyst4m,0.0,0.615,0.877,5.0,-5.837,0.0,0.0335,0.0125,0.89,0.261,0.208,120.001,21
4mKelYAi4j6zPfxcf1aT34,0.0,0.662,0.896,3.0,-6.63,0.0,0.0353,0.069,0.808,0.106,0.108,125.018,21
0NUY7WLCy3dvwydjLUjkUJ,0.0,0.624,0.824,1.0,-6.96,1.0,0.0397,0.00326,0.0158,0.27,0.0386,123.962,21
3SyD1vWv80NtH6bhAxQHx4,0.0,0.578,0.89,1.0,-6.384,0.0,0.0583,0.0642,0.917,0.0944,0.399,126.032,21
4WMBRuafworQrn5KpkA8jI,0.0,0.643,0.854,5.0,-10.118,1.0,0.0376,0.000202,0.833,0.0665,0.0365,123.019,21
6WJll3eZF7ok5LAKouTj61,0.0,0.792,0.705,2.0,-10.09,1.0,0.0437,0.0699,0.861,0.0627,0.14,123.034,21
6rSPR92YSI2mrLZk6BeBFD,0.0,0.478,0.919,10.0,-7.788,0.0,0.0419,8.81e-05,0.901,0.114,0.319,126.993,17
305cRr2kGXCIIuHffVUVIs,0.0,0.71,0.766,0.0,-10.502,0.0,0.046,0.0406,0.703,0.122,0.058,125.008,21
4ApmPo6H0bH7PExQV25LDh,0.0,0.611,0.571,2.0,-9.441,1.0,0.0317,0.0195,0.815,0.0988,0.039,123.0,21
2PTTLJoDGWBPomnaAvIw2n,0.0,0.472,0.948,9.0,-5.718,0.0,0.054,0.00276,0.736,0.127,0.0667,125.013,17
5PGs7pFCEqtCr3mGg8D7cY,0.0,0.57,0.763,0.0,-10.624,1.0,0.0387,0.00231,0.85,0.277,0.136,125.996,21
2yco9NUB8pfbekodkDK3SN,0.0,0.708,0.833,0.0,-6.785,0.0,0.0831,0.00938,0.207,0.0609,0.234,128.022,1
1RqGzcZsvXio631qND3748,0.0,0.675,0.745,4.0,-10.828,0.0,0.0399,0.0373,0.899,0.309,0.0307,121.977,21
55AecAzoucd4fPSqRTGrSD,0.0,0.658,0.662,11.0,-6.571,0.0,0.0357,0.00298,0.571,0.386,0.19,128.021,17
6WGQED6Q6MXDtiHOPZZjes,0.0,0.492,0.96,2.0,-6.207,0.0,0.0424,0.0144,0.974,0.402,0.0994,124.971,21
6IRX8HIpiNuUF3F5cat8su,0.0,0.648,0.854,7.0,-5.501,1.0,0.0818,0.0147,0.835,0.106,0.326,126.031,17
7kuySuZpq0LoIYxVxHWq3F,0.0,0.727,0.74,11.0,-8.526,1.0,0.0379,0.00113,0.914,0.0976,0.183,119.998,17
3renkN3aj0oWVpdxlLZpzE,0.0,0.562,0.813,1.0,-8.232,1.0,0.0364,0.000945,0.801,0.163,0.125,123.99,21
3pIZW8KU4gdNj1zOR3yq8X,0.0,0.7,0.836,5.0,-6.126,0.0,0.0417,0.206,0.876,0.102,0.182,123.981,17
0ci0Douv58NVwVAY2Y5DgD,0.0,0.592,0.817,7.0,-7.979,1.0,0.0343,0.00684,0.00489,0.0971,0.294,122.957,17
1at5qehGeavNrpmcHgfekA,0.0,0.719,0.932,2.0,-5.919,0.0,0.0629,0.00874,0.287,0.256,0.0724,127.993,1
7dydldRnlwA7Xg8jhCFsYA,0.0,0.475,0.992,8.0,-3.359,0.0,0.0541,0.00452,0.79,0.177,0.552,125.995,17
1f33u4p19t1nWX6t4vtps9,0.0,0.586,0.929,9.0,-5.265,0.0,0.0368,0.000578,0.789,0.294,0.0927,125.012,17
1bih91Y06qt9xHgEDK9Euj,0.0,0.698,0.842,6.0,-8.547,1.0,0.0356,0.000282,0.94,0.104,0.439,122.004,17
2ySk8ecOEBzNckGLKA6TEZ,0.0,0.691,0.714,0.0,-9.67,1.0,0.0345,0.0378,0.832,0.0937,0.277,125.981,21
29tIhq8ByVaG5GVlnS4XRL,0.0,0.643,0.744,5.0,-8.021,1.0,0.029,0.0213,0.287,0.17,0.194,124.004,17
0U4yRTah0QWjCds5kLDHOH,0.0,0.488,0.92,9.0,-4.789,1.0,0.0398,0.323,0.789,0.129,0.357,127.99,17
4rqSiICXHxAaOr9AZK5gD8,0.0,0.45,0.935,5.0,-6.431,0.0,0.0421,0.00167,0.96,0.363,0.0418,125.952,17
6BmsC5txUJLHXTiAC7K9E2,0.0,0.743,0.948,6.0,-7.175,0.0,0.0372,0.00853,0.879,0.08,0.228,121.998,17
2WhbyG7ie3DH1CX189IPNy,0.0,0.689,0.733,0.0,-10.076,1.0,0.0426,0.00431,0.837,0.111,0.343,128.003,1
04Drcfb4NM5FaxjYCr1fGD,0.0,0.557,0.907,7.0,-5.887,0.0,0.0573,0.0011,0.28,0.0849,0.298,127.986,17
40ZX2QTD9W1XXkJ5uO8XkV,0.0,0.759,0.548,7.0,-10.798,1.0,0.0594,0.000305,0.888,0.0765,0.0465,125.002,17
2lDYFQVUKHHFwKj06RKd0p,0.0,0.7,0.844,2.0,-6.889,1.0,0.0468,0.00297,0.896,0.0458,0.375,122.999,21
56wiDWE8jRY1gNcJMMHtQZ,0.0,0.551,0.718,1.0,-8.912,0.0,0.0825,0.405,0.292,0.152,0.269,188.844,2
6dirdOiTQUMrZSRoixUH8d,0.0,0.575,0.818,0.0,-6.797,0.0,0.0356,0.00718,0.91,0.29,0.0397,121.971,21
4w4KUuy7DC9njtgSm8WzKP,0.0,0.806,0.628,7.0,-12.63,1.0,0.0619,0.0322,0.922,0.076,0.119,120.015,21
1MVJ6luasTHUkUC6DdttCO,0.0,0.569,0.889,4.0,-7.684,1.0,0.0394,0.286,0.901,0.0824,0.346,127.03,17
5SXsXjVJCWeJuf7FHvgBYR,0.0,0.436,0.56,7.0,-8.238,1.0,0.0387,0.55,0.906,0.186,0.22,119.071,6
1teg4Pz0n0MpGNAkKFqKow,0.0,0.489,0.424,2.0,-13.183,1.0,0.0349,0.635,0.908,0.0476,0.0744,110.023,9
03yPeSLBLH4RJm0ogylftz,0.0,0.344,0.504,4.0,-13.588,0.0,0.0446,0.85,0.899,0.104,0.0408,129.944,1
4WCeO0Cmr3sZvpOVu3Qh3G,0.0,0.592,0.327,4.0,-12.076,0.0,0.0496,0.211,0.912,0.0621,0.308,120.033,21
1AvDDjLuwwC63X1xlRReCD,0.0,0.251,0.245,2.0,-17.616,0.0,0.0302,0.948,0.9,0.407,0.175,99.628,18
4ed4ysg7bNImKaJyovI9nX,0.0,0.219,0.509,9.0,-11.543,1.0,0.0437,0.432,0.606,0.0942,0.111,78.516,0
7E5x1HdgFRyCnlRoaAMY38,0.0,0.382,0.578,2.0,-11.454,1.0,0.0404,0.032,0.89,0.0821,0.079,133.99,1
0tFmdSBb3XFEqZBTdGyIal,0.0,0.143,0.334,5.0,-17.084,1.0,0.0329,0.308,0.933,0.114,0.122,99.976,18
6HRqeGDZRVsPpTWknoDakk,0.0,0.0858,0.234,7.0,-17.742,1.0,0.0374,0.736,0.883,0.16,0.0376,84.439,5
23HykWgKpB4MkjqDHPbQIX,0.0,0.418,0.529,2.0,-12.674,1.0,0.0525,0.33,0.895,0.148,0.0544,128.052,1
16FZ9rlcwyMpsTRdSYtqkj,0.0,0.175,0.307,10.0,-18.926,0.0,0.0474,0.032,0.443,0.109,0.0585,120.862,19
79aotvPXTlHbZ8MvoxhqAE,0.0,0.248,0.507,9.0,-11.68,1.0,0.0373,0.16,0.889,0.172,0.054,79.54,0
4shsCsVxXiTryOQFiSmkMR,0.0,0.259,0.204,4.0,-20.866,0.0,0.0408,0.315,0.883,0.0829,0.0333,119.957,19
6ZMwwuUOx8kefl32gWOjtY,0.0,0.202,0.44,8.0,-10.112,1.0,0.0357,0.291,0.94,0.102,0.144,143.847,12
1wgPNOrb4NVmMHY3LITIXl,0.0,0.216,0.18,9.0,-16.298,1.0,0.0372,0.927,0.934,0.0805,0.0403,116.076,10
14Raww1VcizsEpQQpbEqbd,0.0,0.0861,0.261,9.0,-19.117,0.0,0.0479,0.644,0.883,0.11,0.0392,169.147,15
0Pfdg72l2kQsh4sQHMRSbv,0.0,0.267,0.535,4.0,-13.332,0.0,0.0505,0.535,0.948,0.112,0.0424,85.015,5
025sQZThwyFTf1GaEC8mdm,0.0,0.164,0.405,2.0,-15.022,1.0,0.0487,0.0632,0.912,0.284,0.0374,133.008,1
4GYEtjm0a03LLBRSD6Y7Zx,0.0,0.451,0.526,7.0,-16.578,1.0,0.0383,0.315,0.827,0.101,0.1,142.021,7
6enLk2V2s0M6D6PGLjHxYv,0.0,0.32,0.621,7.0,-12.207,1.0,0.0563,0.0429,0.896,0.0802,0.319,128.025,17
5a5mta1Fw27SQO0BqbMOSX,0.0,0.647,0.855,9.0,-10.678,0.0,0.0457,0.0353,0.922,0.464,0.418,118.007,6
2MB6eZBk3vaEFZXyx1MmdX,0.0,0.163,0.133,0.0,-18.363,1.0,0.0388,0.879,0.872,0.121,0.0358,68.662,23
74kSuS1yEsx0E0g70HOPqK,0.0,0.13,0.0641,9.0,-21.991,0.0,0.0477,0.353,0.883,0.181,0.0357,65.35,16
21WHzwILjkzEM2IfbiT9sN,0.0,0.201,0.142,2.0,-21.338,1.0,0.0305,0.685,0.927,0.129,0.0356,85.098,22
0DX8cevJ5isMroRfT17dOn,0.0,0.325,0.708,10.0,-9.672,1.0,0.0433,0.0384,0.959,0.192,0.237,68.024,23
0o9ivTBX7mjTnaUYF4Gk6t,0.0,0.318,0.308,5.0,-13.676,0.0,0.0285,0.438,0.889,0.109,0.0592,103.925,18
6HEt3pRrHeUT9TwwCuqI0T,0.0,0.362,0.404,1.0,-12.065,1.0,0.0423,0.388,0.833,0.233,0.0713,120.097,21
5k27aU7U4U0NvV3vx2EXW0,0.0,0.288,0.288,2.0,-16.518,0.0,0.0402,0.552,0.952,0.171,0.0963,86.393,5
51Amo7fyI2jL3sf2UgX75i,0.0,0.148,0.266,9.0,-16.525,0.0,0.0349,0.695,0.859,0.0769,0.0362,85.99,5
34xc1dojd9WPO76ZabmfQP,0.0,0.211,0.857,4.0,-9.819,0.0,0.116,0.00174,0.819,0.12,0.0614,187.311,2
2AFFaiIlripSpcTYZXNL7f,0.0,0.349,0.229,1.0,-20.614,1.0,0.0356,0.537,0.889,0.107,0.0656,129.046,19
3y6ok4gZSvQkDLlu89CwlO,0.0,0.524,0.591,9.0,-11.219,1.0,0.05,0.0382,0.796,0.21,0.121,113.974,6
3Pyb7rYWBsRL24vmdlzlxk,0.0,0.413,0.881,2.0,-10.675,0.0,0.118,0.0305,0.809,0.0789,0.0927,135.017,1
3qTlLb4rAPvpiR84Tyk3xA,0.0,0.239,0.85,11.0,-8.514,0.0,0.0601,0.00873,0.886,0.109,0.0734,93.659,13
3uzQC9S17ShcnURJlQfR14,0.0,0.221,0.466,7.0,-15.996,0.0,0.042,0.746,0.919,0.0959,0.0388,125.132,19
1uTvwVSXCOO4l8GVIpfngl,0.0,0.151,0.464,7.0,-15.781,0.0,0.0487,0.671,0.91,0.11,0.063,79.917,5
6WVRhBxRMW9fn6sRkt2gWn,0.0,0.251,0.0575,9.0,-16.985,0.0,0.0293,0.605,0.922,0.098,0.0371,95.947,18
11wKe8bZjcb3npZX6aAcXi,0.0,0.37,0.219,1.0,-19.093,1.0,0.0384,0.688,0.897,0.0743,0.0611,127.982,19
2ISjP2XebyGSoKSM6Cnb0m,0.0,0.179,0.048,6.0,-28.663,1.0,0.0469,0.889,0.974,0.0775,0.0278,72.93,14
1Gbs2qettmeeUg0GUFLmn7,0.0,0.437,0.392,10.0,-13.024,1.0,0.03,0.145,0.783,0.104,0.256,98.041,18
4u4VElxO7JM4IR4jR4TL1s,0.0,0.103,0.384,0.0,-16.401,0.0,0.0556,0.549,0.897,0.111,0.0747,79.262,5
6fVX8mF9ZqS1V8G2ZFCbLQ,0.0,0.234,0.521,10.0,-9.543,1.0,0.0401,0.872,0.952,0.481,0.147,78.902,0
18z7tK7u9DcDw85LYRR5Fe,0.0,0.33,0.229,9.0,-16.442,0.0,0.0375,0.948,0.973,0.0998,0.0593,96.158,18
4cnjW83kyOTjcEvSbKzy8N,0.0,0.407,0.433,2.0,-15.331,0.0,0.0376,0.467,0.936,0.0663,0.0779,119.923,19
4KI377SvvyQItp5MuEB9Oo,0.0,0.477,0.664,5.0,-12.756,0.0,0.0335,0.27,0.808,0.119,0.337,90.045,13
6ucUbIT5syxulHuJ4hPQmT,0.0,0.0759,0.418,10.0,-12.198,1.0,0.0442,0.00543,0.76,0.135,0.0384,175.43,8
67l37jeA8HgsiB6qlSz6XH,0.0,0.64,0.558,5.0,-11.46,0.0,0.0269,0.602,0.933,0.124,0.653,102.009,18
4EU1lmKrbsLn1omCE31oA5,0.0,0.254,0.444,2.0,-14.685,0.0,0.0393,0.502,0.61,0.294,0.0347,104.083,18
027EHYg4QyKzJsl7XyaUH9,0.0,0.293,0.47,10.0,-16.454,1.0,0.0512,0.0584,0.877,0.143,0.0757,120.341,19
4KVqwy5tUXPgPMRF1wNnHX,0.0,0.0872,0.203,9.0,-23.233,1.0,0.0432,0.481,0.393,0.0795,0.0392,175.778,15
6HYCOHzY2xR4W2dOokH3ed,0.0,0.299,0.492,5.0,-13.19,0.0,0.0544,0.36,0.905,0.202,0.0365,84.204,5
29oY8ptMAWdMjPVjYK0wVj,0.0,0.134,0.326,9.0,-13.868,1.0,0.0303,0.699,0.925,0.0744,0.0714,77.914,23
4Xa1aSo36rQ7gQVbajehWE,0.0,0.176,0.00998,4.0,-27.101,1.0,0.0456,0.973,0.854,0.0842,0.0385,83.902,22
2kgJYQKyQ1CK5GWcCUGwwh,0.0,0.551,0.558,8.0,-18.029,1.0,0.0431,0.483,0.675,0.102,0.168,146.039,7
0iyglTS5t81u4SFDZOGIQx,0.0,0.231,0.509,11.0,-10.423,0.0,0.0808,0.845,0.911,0.115,0.245,69.288,23
2H4zwjbv0D0ggDhf0E8j8j,0.0,0.132,0.0176,9.0,-27.762,0.0,0.0362,0.927,0.964,0.0729,0.0624,95.979,22
5IWmdl33NNTLsKlLT6WSlh,0.0,0.534,0.487,10.0,-11.201,1.0,0.0302,0.74,0.885,0.109,0.237,112.989,6
1OJxI8lIWRqBvouJxW1nzN,0.0,0.272,0.0141,0.0,-23.72,1.0,0.039,0.921,0.919,0.104,0.0384,73.966,14
1hQMzVXdoDZXcO16GOhWc5,0.0,0.392,0.492,7.0,-14.757,0.0,0.057,0.572,0.959,0.109,0.175,80.016,5
4oZwvVtLqXMdZLJnlQDlt1,0.0,0.44,0.433,2.0,-17.453,0.0,0.0412,0.934,0.811,0.273,0.216,79.952,5
5OPELO4z0vOMvioFq2kjH5,0.0,0.474,0.65,2.0,-12.774,1.0,0.0348,0.00122,0.897,0.103,0.128,96.024,18
7DbbEaULNuEe95sxVJFwXQ,0.0,0.273,0.102,0.0,-16.843,0.0,0.0494,0.903,0.721,0.268,0.0583,120.378,19
3XtT67dnbQSTyaulBRSGmk,0.0,0.0956,0.0724,3.0,-22.319,1.0,0.038,0.968,0.87,0.101,0.0384,85.743,22
6x2fElXvwEvLoTTtDLrzjW,0.0,0.5,0.476,5.0,-16.564,1.0,0.039,0.466,0.939,0.0984,0.346,125.499,19
1ykbtFnlIjmIFnZ8j6wg6i,0.0,0.131,0.137,2.0,-20.553,1.0,0.0387,0.934,0.485,0.087,0.0465,78.577,5
5lpecQx3V0jolGdTOPy2Dj,0.0,0.236,0.562,9.0,-10.732,0.0,0.0479,0.604,0.945,0.161,0.149,123.624,17
44CgM5My2vfkSv1KAQuEfk,0.0,0.197,0.0216,10.0,-28.927,1.0,0.0349,0.816,0.929,0.105,0.0298,106.059,10
6uWP9mzYRUfoWrHWyL4ePU,0.0,0.616,0.561,1.0,-12.118,1.0,0.0387,0.269,0.903,0.102,0.313,107.491,9
6ZFbXIJkuI1dVNWvzJzown,0.0,0.221,0.0879,7.0,-16.996,1.0,0.0381,0.155,0.698,0.0869,0.0401,126.622,19
3iDEpvKi4vTUwNGLyZoKjD,0.0,0.227,0.164,4.0,-18.79,0.0,0.0441,0.63,0.883,0.147,0.038,125.194,19
4tg3hSmrBwoul3VpjS66VU,0.0,0.35,0.307,2.0,-17.469,0.0,0.039,0.633,0.613,0.102,0.296,150.223,7
3Knohqfb9jeYzL6wMZiWLM,0.0,0.104,0.111,1.0,-20.031,1.0,0.0517,0.979,0.926,0.11,0.039,83.933,5
7k8DQNQga4UMKFsnVSCPE0,0.0,0.306,0.454,2.0,-14.33,0.0,0.0369,0.23,0.704,0.125,0.125,144.126,7
69EN77bAhbLQ4ACzCrVk72,0.0,0.449,0.663,2.0,-10.675,1.0,0.0303,0.00148,0.803,0.106,0.202,82.994,0
5H5lSYItVK9jPfjGhPDs2b,0.0,0.388,0.254,0.0,-18.096,0.0,0.035,0.0307,0.895,0.11,0.077,111.086,10
2ve0LXxgDKe8TeF9QuQceJ,0.0,0.273,0.145,7.0,-21.57,1.0,0.0379,0.852,0.948,0.0812,0.034,142.689,7
15KqdThHtueKDitVDzKNkF,0.0,0.104,0.296,9.0,-22.687,1.0,0.0461,0.323,0.905,0.0973,0.0375,90.493,22
4iA3wKwcVJJoIU4J0wweyP,0.0,0.179,0.277,4.0,-14.298,0.0,0.0369,0.699,0.976,0.1,0.142,75.791,23
6DPZdDkTOydyM40IXRi70Z,0.0,0.14,0.399,7.0,-13.694,0.0,0.04,0.0484,0.389,0.0722,0.0387,143.661,12
5ryUtBADP0w838HUJAmNKY,0.0,0.355,0.0748,9.0,-21.293,0.0,0.0334,0.865,0.897,0.0699,0.0395,131.956,19
1Vkk2yuOnFWjNWELQl81AN,0.0,0.274,0.336,9.0,-11.457,0.0,0.0398,0.582,0.874,0.0873,0.0851,73.681,23
7nduF0mP1S9t8cHJ2f5XOC,0.0,0.194,0.19,9.0,-24.078,1.0,0.0434,0.32,0.246,0.0737,0.0386,103.604,10
1ZRXjiUrYkXLmOBatgpXDE,0.0,0.0925,0.0187,6.0,-31.648,1.0,0.0386,0.958,0.973,0.075,0.0356,86.875,22
3dscnxeKDLG899HPNXmY9F,0.0,0.151,0.121,7.0,-21.785,0.0,0.0367,0.819,0.67,0.134,0.0612,104.617,10
1NpSdOfFA7XPpEKlTV4OTr,0.0,0.443,0.173,5.0,-21.11,0.0,0.0366,0.409,0.967,0.0993,0.0348,118.147,19
07SQj5gXn54utyPWdthAis,0.0,0.114,0.121,6.0,-15.092,0.0,0.044,0.713,0.144,0.111,0.0381,94.112,18
1UBd7aWHZCz8yirI9KCvAU,0.0,0.0993,0.0902,1.0,-26.307,1.0,0.0428,0.692,0.85,0.0745,0.0382,71.062,14
0zgJoIQOgK3aP6bS2yOAeD,0.0,0.462,0.355,5.0,-11.179,1.0,0.0292,0.638,0.944,0.11,0.0622,111.168,9
5hvMjXB3uYX8jjPo3EVbOw,0.0,0.183,0.0572,0.0,-22.665,0.0,0.0293,0.84,0.905,0.0844,0.0387,85.367,22
12STlPvcWtxRXhV5XaHhVh,0.0,0.0914,0.428,0.0,-11.269,1.0,0.0497,0.12,0.905,0.0712,0.0567,68.564,23
4aKAbknumzZGQq12xtJGC0,0.0,0.262,0.593,5.0,-7.827,1.0,0.0424,0.361,0.595,0.0988,0.493,80.792,0
0NvKyH2zVnhLcgMM7wAuK6,0.0,0.0736,0.0992,5.0,-17.863,0.0,0.0456,0.87,0.917,0.206,0.0291,80.369,5
53Lp7OESwvZmD9D4b4fMG6,0.0,0.199,0.16,6.0,-15.826,1.0,0.036,0.925,0.948,0.137,0.0391,114.581,10
4ATKpGWTnCupZAZLojCFto,0.0,0.118,0.493,8.0,-13.787,1.0,0.0685,0.487,0.903,0.0504,0.0378,64.586,16
3lzMmk9e8kgotG1CAAIHJl,0.0,0.305,0.0596,9.0,-25.456,0.0,0.0375,0.911,0.502,0.636,0.039,129.929,19
1gk8jcwZCx7hDxpOF7xCoP,0.0,0.31,0.456,0.0,-8.993,1.0,0.0352,0.644,0.897,0.0831,0.231,120.417,21
7Ap7h823EAc1GBj6JKHBEK,0.0,0.759,0.253,5.0,-15.709,0.0,0.0507,0.985,0.887,0.112,0.266,98.984,18
0iPGHWVM6qcTARzjk0eKxy,0.0,0.17,0.395,0.0,-17.928,1.0,0.0462,0.0742,0.959,0.106,0.115,130.767,19
3VdzKymHyCA7OQdUiDREKF,0.0,0.121,0.319,2.0,-16.991,0.0,0.0372,0.528,0.862,0.0932,0.0399,94.89,18
3a4Gq1JxiYz0j3kEwYS4t7,0.0,0.31,0.635,10.0,-10.062,0.0,0.0454,0.795,0.923,0.107,0.263,110.915,6
7vd31s2pZQF2UxamwBihNF,0.0,0.243,0.892,7.0,-5.984,0.0,0.0951,0.0596,0.0111,0.307,0.52,205.972,24
5LkqwrE4qOT26wXCHW2POx,0.0,0.46,0.723,0.0,-6.673,1.0,0.034,0.00311,0.831,0.132,0.582,147.993,12
1HhJTJRuLMrVbB0v43rx3q,0.0,0.576,0.765,4.0,-6.878,0.0,0.0299,0.207,0.799,0.63,0.615,114.08,6
4hMOzL5dakRG3dogm81FVl,0.0,0.403,0.627,11.0,-9.196,0.0,0.0368,0.356,0.852,0.202,0.0386,134.057,11
7J4z7HdGegJGDZXmnGcXnh,0.0,0.369,0.942,7.0,-5.804,1.0,0.0557,0.277,0.687,0.251,0.353,161.185,4
6HuwKnylz3xNHvgkpJpbgZ,0.0,0.507,0.756,9.0,-6.949,1.0,0.051,0.302,0.722,0.104,0.55,122.999,17
28Uqrz0Qv7ABaepOb9vGCL,0.0,0.519,0.889,11.0,-6.519,0.0,0.0342,0.295,0.858,0.171,0.537,101.061,20
2lZSoaw0d0yOy8cJehX7Iz,0.0,0.542,0.569,11.0,-7.15,0.0,0.0286,0.699,0.287,0.11,0.509,97.007,20
3OB8wOuuJpqM2o6d1VsYPD,0.0,0.32,0.851,9.0,-5.604,1.0,0.0411,0.285,0.843,0.12,0.316,155.956,4
7qb38ZVj9daFnoQEpxB9JP,0.0,0.227,0.881,5.0,-6.789,1.0,0.0549,0.00693,0.459,0.0707,0.573,140.248,12
10N6ohn4UhnZIgP1RLm0WG,0.0,0.565,0.634,9.0,-8.15,0.0,0.0242,0.738,7.17e-05,0.143,0.379,77.996,0
6io2jMdFHBZ8oWFs5lFIKE,0.0,0.636,0.747,9.0,-5.219,1.0,0.0401,0.714,0.00579,0.114,0.532,115.042,6
7oGrsWzY9V3lC09KqOQ46u,0.0,0.665,0.679,11.0,-6.704,0.0,0.0281,0.354,2.32e-06,0.106,0.725,94.006,13
6Dzjn9EYfBBdJxVSZe6LBv,0.0,0.499,0.903,2.0,-5.059,0.0,0.0613,0.735,0.00103,0.0887,0.565,148.056,12
7FeRnf9kNnmpGWis6mHcOG,0.0,0.657,0.644,5.0,-7.93,1.0,0.0302,0.766,0.0,0.124,0.515,144.05,12
3XSphm15r8VkUgoW0RrOH9,0.0,0.558,0.82,11.0,-7.15,0.0,0.0387,0.00673,0.108,0.361,0.403,115.03,6
52RqMznRc1qCoar3yx0n0P,0.0,0.217,0.931,7.0,-5.715,0.0,0.073,0.0117,0.375,0.162,0.242,187.006,2
78zcjXWRStBscclRAgxFQK,0.0,0.523,0.943,2.0,-5.312,0.0,0.0447,0.00157,0.0453,0.176,0.63,143.992,12
6pbkYP2PEFCXFaFWbP72WL,0.0,0.645,0.299,4.0,-15.215,0.0,0.0312,0.684,0.05,0.167,0.336,116.094,10
3m6pVPgQawaDw5isUrejsM,0.0,0.469,0.864,9.0,-6.986,1.0,0.0646,0.0171,0.708,0.331,0.0934,122.042,17
0NTxhL3rQoCHosdQTZmjwP,0.0,0.515,0.77,8.0,-7.837,1.0,0.0425,0.11,6.29e-05,0.116,0.395,163.909,8
7uB4D6LFYmbA7ERGESFmyo,0.0,0.583,0.864,2.0,-9.38,0.0,0.0458,0.0824,0.0346,0.103,0.86,131.957,1
0LuzflJwuKOcrTYRJshOIe,0.0,0.467,0.935,9.0,-7.713,0.0,0.0625,0.0513,0.0363,0.19,0.501,183.021,2
5c6OaqhGZq0thRc56z5nAn,0.0,0.658,0.368,9.0,-14.14,1.0,0.0424,0.641,1.76e-06,0.0806,0.663,119.651,19
30gWh9nFFPxYYhPvP1QD80,0.0,0.506,0.676,10.0,-7.182,1.0,0.0293,0.00487,0.172,0.118,0.114,117.875,6
46x002U6UOIsvzLjSUqnh7,0.0,0.4,0.448,7.0,-10.912,0.0,0.0309,0.182,0.0589,0.168,0.285,147.917,12
2fPaLZKWA6lRozrJ9UdMP6,0.0,0.574,0.84,7.0,-5.136,0.0,0.0336,0.000598,0.00139,0.103,0.389,114.998,6
7MuLoJPyo1hESnOV1FDV64,0.0,0.532,0.778,5.0,-7.994,1.0,0.0292,0.048,0.0,0.887,0.714,102.945,20
7gehOKSGfZgjIJSxiyE8oD,0.0,0.464,0.869,6.0,-5.05,0.0,0.0502,0.000254,0.000403,0.248,0.506,155.009,4
3EEaEEltAaQAp0EhIwJEaK,0.0,0.57,0.954,1.0,-2.122,0.0,0.0571,0.001,1.01e-05,0.325,0.936,141.962,12
2XpV9sHBexcNrz0Gyf3l18,0.0,0.536,0.966,6.0,-2.93,0.0,0.0557,0.12,0.0,0.0477,0.85,152.078,4
3PzmaAZJgzM9HgbsFHv33w,0.0,0.513,0.666,5.0,-3.387,1.0,0.028,0.296,0.00035,0.108,0.121,128.029,17
6GyFP1nfCDB8lbD2bG0Hq9,0.0,0.507,0.729,11.0,-5.399,0.0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,20
27HVbM8hiXurpBNXen7B6v,0.0,0.574,0.711,6.0,-7.52,1.0,0.0305,0.0182,0.000102,0.0843,0.494,107.999,9
55H7cdGXn6670EiHiTuOtU,0.0,0.489,0.357,6.0,-9.745,1.0,0.0259,0.641,0.333,0.0838,0.0388,92.009,13
7BkEHDQO5rpMd2Ns0YVZBA,0.0,0.572,0.913,0.0,-6.76,0.0,0.0757,0.00149,0.000435,0.0873,0.512,144.973,12
3aWPdd6U1xbsIEGEpUaPyQ,0.0,0.656,0.589,5.0,-12.332,0.0,0.0493,0.321,0.532,0.104,0.155,121.003,21
4c9WmjVlQMr0s1IjbYO52Z,0.0,0.639,0.744,6.0,-8.377,0.0,0.0368,0.0319,0.000458,0.466,0.825,128.047,17
1TqmZVIyeD4aN4Wa0wbnfy,0.0,0.387,0.898,8.0,-6.835,1.0,0.0675,0.0372,4.04e-05,0.11,0.202,81.354,0
2dtYgxJAFZlf6RwbRijeIp,0.0,0.67,0.871,4.0,-4.673,0.0,0.0444,0.0526,0.0,0.127,0.928,90.092,13
3yUcJwYu7fXAfqMj9krY6l,0.0,0.725,0.583,1.0,-9.942,0.0,0.0424,0.3,0.000215,0.0665,0.765,79.984,0
5he7AYCR3MGloRnuWEMroT,0.0,0.462,0.91,1.0,-7.198,1.0,0.0359,8.58e-05,0.0469,0.0863,0.616,155.69,4
